arm,segment,step,reward_avg_score,actor_entropy,critic_rewards_mean,response_length_mean,num_turns_mean,val_avg_score,note
foldgrpo,main,43,0.13281250465661287,0.1390521228313446,0.10626702010631561,19232.849609375,14.229166666666666,,
foldgrpo,main,44,0.17656250670552254,0.22447533905506134,0.14768823981285095,17990.369140625,13.2421875,,
foldgrpo,main,45,0.11171875428408384,0.05605305731296539,0.10012903064489365,16415.052734375,13.841517857142858,,
foldgrpo,main,46,0.14921875577419996,0.25633832812309265,0.12712974846363068,17641.740234375,14.095052083333334,,
foldgrpo,main,47,0.1593750063329935,0.08473638445138931,0.13689319789409637,16599.978515625,14.588169642857142,,
foldgrpo,main,48,0.19687500782310963,0.3079584240913391,0.1853976547718048,18198.56640625,13.748697916666666,,
foldgrpo,main,49,0.12187500484287739,0.07099931687116623,0.11036205291748047,16467.923828125,13.939732142857142,,
foldgrpo,main,50,0.08750000316649675,0.069706991314888,0.08524589985609055,15558.7822265625,13.2,0.26,
foldgrpo,main,51,0.15156250540167093,0.05521178990602493,0.12297817319631577,15234.408203125,14.935267857142858,,
foldgrpo,main,52,0.14062500558793545,0.057108324021101,0.14172016084194183,15784.916015625,13.532366071428571,,
foldgrpo,main,53,0.15000000596046448,0.056137602776288986,0.1402035653591156,15330.6416015625,15.114955357142858,,
foldgrpo,main,54,0.18046875670552254,0.05861744284629822,0.15038363635540009,14879.072265625,14.888392857142858,,
foldgrpo,main,55,0.2921875109896064,0.15586234629154205,0.25991904735565186,16602.576171875,13.477864583333334,,
foldgrpo,main,56,0.13984375540167093,0.06267274171113968,0.11758793890476227,14501.455078125,14.026785714285714,,
foldgrpo,main,57,0.2640625098720193,0.22599932551383972,0.228042334318161,16267.1171875,13.680989583333334,,
foldgrpo,main,58,0.20078125782310963,0.19354353845119476,0.17556440830230713,15529.12890625,13.576822916666666,,
foldgrpo,main,59,0.11250000447034836,0.20827816426753998,0.10384105145931244,16241.0419921875,14.028645833333334,,
foldgrpo,main,60,0.2906250115483999,0.1691560298204422,0.2520805299282074,15781.84765625,13.513333333333334,0.24666666666666667,
foldgrpo,main,61,0.10625000391155481,0.06030358001589775,0.10372273623943329,14273.9619140625,13.450892857142858,,
foldgrpo,main,62,0.1593750063329935,0.06073565408587456,0.13366961479187012,13950.072265625,13.254464285714286,,
foldgrpo,main,63,0.15156250540167093,0.05859110876917839,0.12163893133401871,14624.4150390625,13.883928571428571,,
foldgrpo,main,64,0.15000000596046448,0.21889658272266388,0.13518518209457397,15390.3603515625,13.516927083333334,,
foldgrpo,main,65,0.1632812563329935,0.16275882720947266,0.13342317938804626,15935.30078125,13.329427083333334,,
foldgrpo,main,66,0.2523437598720193,0.06353791058063507,0.21111111342906952,13177.5458984375,14.349330357142858,,
foldgrpo,main,67,0.18984375707805157,0.09021920710802078,0.15468531847000122,13700.8154296875,13.23046875,,
foldgrpo,main,68,0.2234375085681677,0.06466330587863922,0.1850000023841858,14284.240234375,13.931919642857142,,
foldgrpo,main,69,0.2562500098720193,0.1711920201778412,0.24396784603595734,14007.6298828125,12.62109375,,
foldgrpo,main,70,0.20625000819563866,0.052227266132831573,0.1974160224199295,13196.732421875,14.286666666666667,0.23333333333333334,
foldgrpo,main,71,0.1265625050291419,0.08345023542642593,0.10689655691385269,14358.484375,13.53125,,
foldgrpo,main,72,0.17187500651925802,0.06036018580198288,0.1459183692932129,13744.4814453125,13.439732142857142,,
foldgrpo,main,73,0.1257812548428774,0.06428004056215286,0.11166875809431076,13249.9658203125,13.310267857142858,,
foldgrpo,main,74,0.13984375540167093,0.07648301869630814,0.11984924226999283,14496.1845703125,14.151785714285714,,
foldgrpo,main,75,0.2765625109896064,0.06599655002355576,0.24024999141693115,14108.1357421875,13.633928571428571,,
foldgrpo,main,76,0.11250000447034836,0.13728125393390656,0.09355217218399048,15838.71875,13.722098214285714,,
foldgrpo,main,77,0.1921875076368451,0.07802384346723557,0.13946078717708588,15342.5224609375,13.899553571428571,,
foldgrpo,main,78,0.09843750391155481,0.0676521509885788,0.08339575678110123,13678.7060546875,13.449776785714286,,
foldgrpo,main,79,0.10625000391155481,0.07915624231100082,0.0882280021905899,15412.9873046875,14.122767857142858,,
foldgrpo,main,80,0.18593750707805157,0.05456849932670593,0.17324842512607574,13238.103515625,13.66,0.26666666666666666,
foldgrpo,main,81,0.16406250651925802,0.11564602702856064,0.14198113977909088,15747.771484375,14.603794642857142,,
foldgrpo,main,82,0.12031250447034836,0.10443483293056488,0.09689737856388092,15639.515625,14.479910714285714,,
foldgrpo,main,83,0.15625000558793545,0.09830047935247421,0.12716345489025116,16175.943359375,14.543526785714286,,
foldgrpo,main,84,0.154687506146729,0.05837410315871239,0.15227524936199188,15240.1416015625,15.1416015625,,
foldgrpo,main,85,0.20859375782310963,0.16773679852485657,0.17703787982463837,17935.72265625,15.270089285714286,,
foldgrpo,main,86,0.15000000596046448,0.08360904455184937,0.13614456355571747,15280.861328125,14.935267857142858,,
foldgrpo,main,87,0.16406250651925802,0.09419676661491394,0.148977130651474,16402.306640625,14.3984375,,
foldgrpo,main,88,0.29531251173466444,0.07939407974481583,0.25543347001075745,14465.5546875,14.350446428571429,,
foldgrpo,main,89,0.1921875076368451,0.16641658544540405,0.15945017337799072,16642.30859375,15.59375,,
foldgrpo,main,90,0.14453125558793545,0.1638518124818802,0.1314220130443573,16417.287109375,14.973333333333333,0.24666666666666667,
foldgrpo,main,91,0.08437500335276127,0.16095393896102905,0.0762672871351242,16102.0517578125,14.879464285714286,,
foldgrpo,main,92,0.158593756146729,0.05885928124189377,0.14385202527046204,15895.3486328125,15.3896484375,,
foldgrpo,main,93,0.2765625109896064,0.055243004113435745,0.23722469806671143,15249.3447265625,15.80859375,,
foldgrpo,main,94,0.2484375098720193,0.07049605995416641,0.20320512354373932,16384.984375,16.884765625,,
foldgrpo,main,95,0.17656250670552254,0.0765688493847847,0.14915253221988678,17189.931640625,17.08203125,,
foldgrpo,main,96,0.14062500558793545,0.10301566869020462,0.11954732984304428,17440.8359375,16.3427734375,,
foldgrpo,main,97,0.22890625894069672,0.059958260506391525,0.1863192319869995,15805.8857421875,16.189453125,,
foldgrpo,main,98,0.21015625819563866,0.08139476180076599,0.1641666740179062,15792.0322265625,16.4990234375,,
foldgrpo,main,99,0.14921875577419996,0.1001877561211586,0.12415210157632828,17105.69921875,17.427734375,,
foldgrpo,main,100,0.18593750707805157,0.15898896753787994,0.170658677816391,17297.953125,16.413333333333334,0.34,
grpo,main,1,0.0625,0.2786632776260376,0.06684141606092453,24428.421875,16.002604166666668,,
grpo,main,2,0.0859375,0.12925340235233307,0.1103542223572731,23388.224609375,16.765625,,
grpo,main,3,0.1171875,0.06825940310955048,0.12079700827598572,21471.548828125,16.643973214285715,,
grpo,main,4,0.05859375,0.061982277780771255,0.06923077255487442,20836.126953125,15.958705357142858,,
grpo,main,5,0.10546875,0.05574483796954155,0.14415781199932098,20310.1640625,33.255208333333336,,
grpo,main,6,0.13671875,0.11644481122493744,0.1480611115694046,22071.560546875,16.829241071428573,,
grpo,main,7,0.1015625,0.06581968069076538,0.11027568578720093,20573.43359375,16.869419642857142,,
grpo,main,8,0.09765625,0.051140911877155304,0.10128205269575119,20093.857421875,16.607142857142858,,
grpo,main,9,0.05078125,0.053166668862104416,0.07253886014223099,19871.62890625,15.392857142857142,,
grpo,main,10,0.1328125,0.1800462156534195,0.14190980792045593,21533.056640625,15.4,0.22666666666666666,
grpo,main,11,0.08203125,0.19680367410182953,0.07727272808551788,21559.826171875,16.684151785714285,,
grpo,main,12,0.15234375,0.13094979524612427,0.16976743936538696,21385.81640625,16.610491071428573,,
grpo,main,13,0.0390625,0.14141985774040222,0.04032257944345474,20327.421875,16.553571428571427,,
grpo,main,14,0.1328125,0.18446797132492065,0.12881356477737427,20577.857421875,16.361607142857142,,
grpo,main,15,0.06640625,0.07678807526826859,0.058751530945301056,19420.830078125,16.530133928571427,,
grpo,main,16,0.1640625,0.059470340609550476,0.13024282455444336,18179.470703125,16.7314453125,,
grpo,main,17,0.14453125,0.13177944719791412,0.14814814925193787,18635.427734375,15.071428571428571,,
grpo,main,18,0.078125,0.2107178121805191,0.09582863748073578,18924.576171875,14.810267857142858,,
grpo,main,19,0.16796875,0.16240926086902618,0.1542857140302658,19610.583984375,15.782366071428571,,
grpo,main,20,0.078125,0.12014266103506088,0.07512690126895905,19252.078125,14.28,0.23333333333333334,
grpo,main,21,0.1171875,0.06516344100236893,0.09002169221639633,18010.44140625,15.8544921875,,
grpo,main,22,0.10546875,0.1151757687330246,0.08717948943376541,17413.67578125,15.11328125,,
grpo,main,23,0.140625,0.08936049789190292,0.13760504126548767,17488.462890625,15.62109375,,
grpo,main,24,0.23046875,0.07187915593385696,0.18458610773086548,17701.822265625,15.553819444444445,,
grpo,main,25,0.17578125,0.062047623097896576,0.1628415286540985,15924.3095703125,13.830078125,,
grpo,main,26,0.15625,0.09218108654022217,0.1621052622795105,16466.337890625,14.75,,
grpo,main,27,0.09765625,0.10105463117361069,0.10000000149011612,16881.0625,14.8935546875,,
grpo,main,28,0.109375,0.1130240336060524,0.10423116385936737,16213.578125,13.4609375,,
grpo,main,29,0.2109375,0.10137013345956802,0.2018633484840393,15761.0654296875,14.7265625,,
grpo,main,30,0.1015625,0.07446733862161636,0.08466603606939316,16743.50390625,16.446666666666665,0.26,
grpo,main,31,0.15625,0.0903010442852974,0.12732918560504913,15926.0732421875,14.591796875,,
grpo,main,32,0.1484375,0.1689310222864151,0.1337958425283432,17031.2265625,14.7412109375,,
grpo,main,33,0.0859375,0.15557031333446503,0.08064515888690948,17580.31640625,14.0546875,,
grpo,main,34,0.1328125,0.08676835894584656,0.09602954983711243,16968.56640625,15.875868055555555,,
grpo,main,35,0.0703125,0.09500443935394287,0.05473098158836365,16263.876953125,14.25607638888889,,
grpo,main,36,0.1875,0.11236082762479782,0.16852791607379913,16653.474609375,14.333984375,,
grpo,main,37,0.203125,0.10404763370752335,0.18240146338939667,17346.34375,14.65625,,
grpo,main,38,0.09375,0.06662323325872421,0.08803828060626984,16237.173828125,15.66579861111111,,
grpo,main,39,0.06640625,0.06802820414304733,0.05730659142136574,15484.892578125,15.102430555555555,,
grpo,main,40,0.140625,0.1959913820028305,0.1192118227481842,17041.71875,15.533333333333333,0.28,
grpo,main,41,0.1796875,0.16537755727767944,0.1524752527475357,16810.736328125,14.767578125,,
grpo,main,42,0.2109375,0.10701018571853638,0.17107942700386047,16228.0546875,14.5869140625,,
grpo,main,43,0.140625,0.1792849451303482,0.11916583776473999,17739.474609375,14.525390625,,
grpo,main,44,0.13671875,0.13824467360973358,0.10954774171113968,16855.25,14.9384765625,,
grpo,main,45,0.12109375,0.09260290116071701,0.11709844321012497,17200.546875,15.1875,,
grpo,main,46,0.15625,0.22221064567565918,0.12450980395078659,17971.50390625,15.4404296875,,
grpo,main,47,0.12109375,0.0535137914121151,0.11821705102920532,16626.8203125,15.206597222222221,,
grpo,main,48,0.22265625,0.11850540339946747,0.20609137415885925,18473.08984375,15.7529296875,,
grpo,main,49,0.11328125,0.0879046693444252,0.09242144227027893,17867.91015625,15.8671875,,
grpo,main,50,0.125,0.06657681614160538,0.1114313155412674,16258.392578125,15.5,0.24,
grpo,main,51,0.13671875,0.20059779286384583,0.11417322605848312,18363.22265625,15.3955078125,,
grpo,main,52,0.1328125,0.058568358421325684,0.11217641085386276,16716.087890625,15.9375,,
grpo,main,53,0.15234375,0.06091734766960144,0.12440191209316254,17012.7734375,15.039930555555555,,
grpo,main,54,0.16796875,0.19893313944339752,0.14299802482128143,17217.255859375,14.9443359375,,
grpo,main,55,0.234375,0.10735204815864563,0.18833163380622864,17131.669921875,15.265625,,
grpo,main,56,0.1328125,0.06836868077516556,0.11268939077854156,16509.41015625,14.794270833333334,,
grpo,main,57,0.28125,0.08011335879564285,0.2695560157299042,16369.845703125,13.9140625,,
grpo,main,58,0.171875,0.2313188761472702,0.14201763272285461,17383.1875,15.5625,,
grpo,main,59,0.12109375,0.08824508637189865,0.11425576359033585,16675.76953125,14.6748046875,,
grpo,main,60,0.21484375,0.058405112475156784,0.1888997107744217,16114.6455078125,15.733333333333333,0.26,
grpo,main,61,0.10546875,0.13380026817321777,0.09504549950361252,17338.44921875,15.51171875,,
grpo,main,62,0.1015625,0.15977688133716583,0.09751243889331818,17493.08984375,15.9365234375,,
grpo,main,63,0.078125,0.07698175311088562,0.0797373354434967,17267.23828125,16.985243055555557,,
grpo,main,64,0.1171875,0.07280184328556061,0.10094339400529861,17385.71875,15.975694444444445,,
grpo,main,65,0.1796875,0.210979163646698,0.16074950993061066,17695.00390625,14.578125,,
grpo,main,66,0.20703125,0.179362490773201,0.18867924809455872,17156.30859375,14.419921875,,
grpo,main,67,0.1484375,0.08123357594013214,0.1217481791973114,16552.40234375,15.2568359375,,
grpo,main,68,0.1640625,0.2168547660112381,0.1428571492433548,18872.3984375,14.8017578125,,
grpo,main,69,0.17578125,0.14200371503829956,0.16902834177017212,17278.6796875,14.8916015625,,
grpo,main,70,0.15234375,0.21270674467086792,0.14454276859760284,19160.5703125,15.293333333333333,0.28,
grpo,main,71,0.1015625,0.1747705638408661,0.0979020968079567,18100.5234375,14.775390625,,
grpo,main,72,0.14453125,0.15100589394569397,0.12575452029705048,18546.8359375,15.2021484375,,
grpo,main,73,0.109375,0.07680531591176987,0.11520302295684814,18372.701171875,16.907118055555557,,
grpo,main,74,0.13671875,0.10405190289020538,0.12269372493028641,19164.115234375,17.25347222222222,,
grpo,main,75,0.23046875,0.07754873484373093,0.19523809850215912,17749.97265625,15.31076388888889,,
grpo,main,76,0.12109375,0.11092618107795715,0.09843606501817703,19506.58984375,16.74045138888889,,
grpo,main,77,0.18359375,0.06271933764219284,0.1464354544878006,17125.2890625,14.63888888888889,,
grpo,main,78,0.0859375,0.17318885028362274,0.06287425011396408,18649.29296875,15.3046875,,
grpo,main,79,0.109375,0.2049025446176529,0.09130816161632538,20353.8203125,16.799479166666668,,
grpo,main,80,0.15234375,0.1357244849205017,0.14602215588092804,18612.091796875,16.85333333333333,0.26,
grpo,main,81,0.15625,0.1350203901529312,0.136974036693573,18699.783203125,17.00347222222222,,
grpo,main,82,0.08984375,0.13549093902111053,0.07334525883197784,19879.19140625,16.90798611111111,,
grpo,main,83,0.12890625,0.11015936732292175,0.11882998049259186,19826.734375,16.711805555555557,,
grpo,main,84,0.13671875,0.17210152745246887,0.12290009111166,20582.365234375,16.875868055555557,,
grpo,main,85,0.171875,0.06227138265967369,0.1792207807302475,19366.978515625,16.5078125,,
grpo,main,86,0.1640625,0.16965454816818237,0.13028168678283691,19901.8125,16.922743055555557,,
grpo,main,87,0.1171875,0.16645541787147522,0.09725905954837799,20591.259765625,16.622395833333332,,
grpo,main,88,0.2109375,0.18348290026187897,0.20198020339012146,20659.125,16.40625,,
grpo,main,89,0.1875,0.2199651598930359,0.1872822344303131,20103.3984375,16.87326388888889,,
grpo,main,90,0.12890625,0.24489520490169525,0.11043478548526764,20419.05078125,43.9,0.0,"val@90 executed during outage (score zeroed) - contaminated, excluded from curve"
grpo,redo,91,0.078125,0.063501738011837,0.06996586918830872,18876.20703125,16.721875,,
grpo,redo,92,0.15234375,0.13780704140663147,0.12549643218517303,20586.71875,16.8265625,,
grpo,redo,93,0.23828125,0.10362671315670013,0.2014504373073578,19735.10546875,17.14296875,,
grpo,redo,94,0.08203125,0.06497619301080704,0.0681576132774353,17658.55859375,41.8857421875,,
grpo,redo,95,0.0,0.07663930207490921,0.0,8929.0078125,86.2140625,,zero-reward no-op (outage recurrence; zero advantage => zero gradient)
grpo,redo,96,0.0,0.05386901646852493,0.0,8168.62646484375,75.0796875,,zero-reward no-op (outage recurrence; zero advantage => zero gradient)
grpo,redo,97,0.15625,0.06798996776342392,0.1532779335975647,16443.572265625,34.802083333333336,,
grpo,redo,98,0.15625,0.08518612384796143,0.14110930263996124,19578.94140625,16.9296875,,
grpo,redo,99,0.14453125,0.07471438497304916,0.1358024626970291,20479.88671875,17.1671875,,
grpo,redo,100,0.1640625,0.13810573518276215,0.159650519490242,20895.8125,16.453333333333333,0.29333333333333333,
grpo,dead_tail_discarded,91,0.0,0.10435036569833755,0.0,7850.58203125,100.84765625,,outage-dead attempt-1 tail (reward zeroed); superseded by redo
grpo,dead_tail_discarded,92,0.0,0.08629054576158524,0.0,7233.306640625,99.595703125,,outage-dead attempt-1 tail (reward zeroed); superseded by redo
grpo,dead_tail_discarded,93,0.0,0.10215702652931213,0.0,7841.578125,103.94140625,,outage-dead attempt-1 tail (reward zeroed); superseded by redo
grpo,dead_tail_discarded,94,0.0,0.08976771682500839,0.0,7636.03125,101.51171875,,outage-dead attempt-1 tail (reward zeroed); superseded by redo
grpo,dead_tail_discarded,95,0.0,0.07916958630084991,0.0,7512.5859375,105.791015625,,outage-dead attempt-1 tail (reward zeroed); superseded by redo
grpo,dead_tail_discarded,96,0.0,0.0767456591129303,0.0,7893.845703125,99.755859375,,outage-dead attempt-1 tail (reward zeroed); superseded by redo
grpo,dead_tail_discarded,97,0.0,0.10570196807384491,0.0,7464.96484375,107.123046875,,outage-dead attempt-1 tail (reward zeroed); superseded by redo
grpo,dead_tail_discarded,98,0.0,0.0813748687505722,0.0,7028.576171875,103.12890625,,outage-dead attempt-1 tail (reward zeroed); superseded by redo
grpo,dead_tail_discarded,99,0.0,0.085391104221344,0.0,7865.126953125,106.060546875,,outage-dead attempt-1 tail (reward zeroed); superseded by redo
grpo,dead_tail_discarded,100,0.0,0.1039026603102684,0.0,8268.4609375,56.906666666666666,0.0,outage-dead attempt-1 tail (reward zeroed); superseded by redo
